year,country,min_temp,max_temp,min_prec,max_prec
2027,Anguilla (U.K.),23.2,29.2,632.78,1139.11
2027,Antigua and Barbuda,23.38,29.21,644.41,1105.1
2027,Arab Republic of Egypt,4.54,42.9,5.85,34.25
2027,Argentina,-4.02,35.33,603.88,983.9
2027,Armenia,-17.48,30.14,723.48,1013.8
2027,Aruba (Neth.),24.82,29.68,459.86,863.76
2027,Australia,5.05,41.93,286.27,625.03
2027,Austria,-14.99,29.95,1035.58,1437.3
2027,Azerbaijan,-9.63,35.62,512.12,748.36
2027,Bahrain,12.72,37.91,24.34,118.84
2027,Bangladesh,10.85,37.12,1810.71,2800.43
2027,Barbados,24.17,29.18,846.07,1254.3
2027,Belarus,-19.43,32.51,629.63,891.42
2027,Belgium,-6.96,31.52,750.61,1041.64
2027,Belize,16.34,35.15,1252.92,1930.58
2027,Benin,17.69,39.84,998.79,1340.18
2027,Bermuda (U.K.),12.81,28.7,1188.83,1594.1
2027,Bhutan,-6.99,22.29,2787.68,3763.54
2027,Bolivia,5.79,33.94,1225.26,1653.64
2027,"Bonaire, Sint Eustatius and Saba",24.73,29.59,592.95,1028.0
2027,Bosnia and Herzegovina,-12.27,32.89,946.64,1464.46
2027,Botswana,2.72,39.51,298.49,548.28
2027,Bouvet Island (Nor.),-9.68,4.89,918.17,1067.27
2027,Brazil,15.66,36.89,1412.6,2023.15
2027,British Indian Ocean Territory (U.K.),24.64,29.41,1946.76,2796.24
2027,British Virgin Islands (U.K.),23.27,29.34,693.01,1176.2
2027,Brunei Darussalam,21.85,33.11,2755.01,3588.57
2027,Bulgaria,-10.95,34.32,601.46,937.3
2027,Burkina Faso,15.02,42.41,576.26,848.13
2027,Burundi,14.12,29.66,1876.84,2377.92
2027,Cabo Verde,18.88,28.38,86.1,251.15
2027,Cambodia,17.25,37.9,1519.33,2050.39
2027,Cameroon,16.44,36.23,1672.87,2064.49
2027,Canada,-35.95,26.66,576.71,785.47
2027,Cayman Islands (U.K.),22.24,30.4,825.64,1352.19
2027,Central African Republic,16.37,39.01,1339.54,1671.38
2027,Chad,9.89,43.22,282.19,461.71
2027,Chile,-4.11,23.73,1198.24,1671.88
2027,China,-19.23,30.83,693.85,1006.61
2027,China,6.34,29.89,2247.58,3470.8
2027,Christmas Island (Aus.),24.36,29.4,891.56,1647.78
2027,Cocos (Keeling) Islands (Aus.),24.04,28.97,1016.63,1885.71
2027,Colombia,18.39,32.94,3034.3,3782.73
2027,Comoros,20.96,29.29,1018.62,1522.84
2027,Congo,18.21,34.29,1510.91,1890.0
2027,Cook Islands (N.Z.),20.77,28.58,1301.35,2164.02
2027,Costa Rica,18.05,30.34,2678.37,4044.19
2027,Croatia,-8.54,34.19,857.34,1338.74
2027,Cuba,15.63,33.72,803.06,1206.9
2027,Curaçao (Neth.),24.79,29.69,621.38,1093.0
2027,Cyprus,3.59,35.15,277.2,491.18
2027,Czech Republic,-12.78,32.66,666.79,948.22
2027,Côte d'Ivoire,17.82,37.02,1199.13,1530.86
2027,D. P. R. of Korea,-21.22,30.69,979.55,1501.03
2027,Democratic Republic of Congo,17.31,34.6,1683.18,2067.98
2027,Denmark,-6.08,26.55,679.81,917.54
2027,Djibouti,17.54,41.42,179.93,374.35
2027,Dominica,23.22,28.59,841.56,1313.84
2027,Dominican Republic,17.2,31.7,833.72,1331.77
2027,Ecuador,14.71,28.94,2708.12,3408.52
2027,El Salvador,16.65,35.3,1176.7,1894.95
2027,Equatorial Guinea,19.44,31.79,2781.01,3327.89
2027,Eritrea,15.55,39.88,276.98,548.2
2027,Estonia,-16.93,28.69,629.28,888.46
2027,Eswatini,5.06,36.2,669.77,1038.03
2027,Ethiopia,13.97,35.08,903.0,1309.1
2027,Faroe Islands (Den.),-2.16,13.86,997.43,1300.91
2027,Federated States of Micronesia,25.28,29.47,2632.7,3801.32
2027,Fiji,17.96,30.0,1659.41,2816.49
2027,Finland,-8.29,23.06,544.65,725.21
2027,Finland,-24.21,28.27,620.17,830.37
2027,France,-6.67,32.79,785.62,1130.44
2027,France,22.75,29.12,768.59,1205.75
2027,France,20.75,35.34,1396.57,2207.99
2027,France,22.21,29.51,791.6,1231.53
2027,France,23.56,29.54,838.77,1243.53
2027,France,13.3,26.91,1212.64,2080.03
2027,French Polynesia (Fr.),22.82,28.65,1008.99,1700.18
2027,French Southern and Antarctic Lands (Fr.),-4.58,11.48,1631.08,1866.79
2027,Gabon,18.62,33.35,1907.71,2336.08
2027,Georgia,-14.44,30.7,1104.89,1515.4
2027,Germany,-10.12,32.5,752.32,1034.51
2027,Ghana,19.39,38.04,1036.79,1369.23
2027,Gibraltar (U.K.),8.98,29.77,467.46,954.1
2027,Greece,-3.46,34.11,585.5,952.93
2027,Greenland (Den.),-41.14,2.98,349.07,576.43
2027,Grenada,24.42,29.31,953.81,1431.81
2027,Guam (U.S.),25.05,29.52,1590.17,2464.2
2027,Guatemala,12.92,34.23,1530.97,2207.74
2027,Guernsey (U.K.),2.55,21.59,763.15,1078.29
2027,Guinea,16.01,38.56,1594.48,2096.64
2027,Guinea-Bissau,17.42,39.91,1131.63,1697.79
2027,Guyana,20.27,34.28,1372.16,2126.34
2027,Haiti,18.56,32.07,738.59,1189.11
2027,Heard Island and McDonald Islands (Aus.),-4.17,7.02,1124.7,1276.37
2027,Honduras,15.33,33.99,1288.8,2017.51
2027,"Hong Kong, SAR",6.77,33.12,1479.92,2147.13
2027,Hungary,-10.56,36.12,546.22,837.19
2027,Iceland,-14.65,15.54,1234.67,1616.35
2027,India,7.99,40.53,909.84,1595.87
2027,Indonesia,20.4,32.13,2608.79,3608.82
2027,Iraq,-0.28,47.74,128.39,317.29
2027,Ireland,-2.0,23.75,934.08,1209.91
2027,Islamic Republic of Iran,-5.8,41.28,181.7,395.63
2027,Isle of Man (U.K.),1.8,19.48,938.86,1220.96
2027,Israel,4.21,38.53,147.45,284.32
2027,Italy,-4.5,32.24,787.94,1219.88
2027,Jamaica,18.81,31.74,890.78,1398.17
2027,Japan,-6.78,31.0,1511.34,2064.37
2027,Jersey (U.K.),1.55,23.1,841.64,1191.09
2027,Jordan,-0.49,41.13,47.85,111.37
2027,Kazakhstan,-27.07,38.3,278.18,433.75
2027,Kenya,17.8,35.58,588.95,980.46
2027,Kiribati,24.65,29.2,568.21,2298.24
2027,Kosovo,-12.18,34.58,638.52,984.84
2027,Kuwait,3.67,48.98,59.47,226.42
2027,Kyrgyz Republic,-25.22,23.8,747.49,1091.93
2027,Lao People's Democratic Republic,8.94,35.32,1682.05,2325.18
2027,Latvia,-17.15,30.09,654.48,907.75
2027,Lebanon,-2.27,33.78,410.62,710.99
2027,Lesotho,-8.16,29.34,921.96,1253.95
2027,Liberia,19.57,33.65,2032.59,2647.1
2027,Libya,2.42,43.75,11.98,38.44
2027,Liechtenstein,-16.79,27.99,1666.31,2206.4
2027,Lithuania,-16.83,31.03,660.4,912.91
2027,Luxembourg,-8.98,32.11,765.68,1066.01
2027,"Macau, SAR",7.34,33.1,1498.59,2206.5
2027,Madagascar,12.23,33.43,1129.22,1660.55
2027,Malawi,12.23,34.07,1141.97,1559.02
2027,Malaysia,20.46,33.17,2465.58,3284.47
2027,Maldives,24.95,30.0,1524.78,2273.49
2027,Mali,10.54,45.21,232.24,393.02
2027,Malta,10.25,29.68,293.07,587.68
2027,Marshall Islands,25.16,29.37,1978.47,3010.88
2027,Mauritania,9.49,46.07,41.39,136.45
2027,Mauritius,17.87,29.06,778.21,1290.57
2027,Mexico,4.31,36.59,643.41,994.86
2027,Moldova,-14.15,35.09,491.22,793.09
2027,Monaco,2.08,28.05,631.85,1031.98
2027,Mongolia,-32.19,33.31,229.47,357.04
2027,Montenegro,-11.18,31.09,1247.17,1989.59
2027,Montserrat (U.K.),23.5,29.18,625.98,1028.44
2027,Morocco,1.8,39.55,191.02,404.42
2027,Mozambique,12.86,37.61,685.21,1055.33
2027,Myanmar,10.03,36.64,2054.77,2799.3
2027,Namibia,3.82,37.81,212.94,409.59
2027,Nauru,25.24,29.76,797.87,3453.03
2027,Nepal,-6.03,27.73,1698.55,2600.11
2027,Netherlands,-5.94,30.31,716.18,980.43
2027,New Caledonia (Fr.),13.88,29.92,995.85,1961.41
2027,New Zealand,-1.93,23.39,1365.91,1801.66
2027,Nicaragua,19.19,34.09,1338.7,2087.87
2027,Niger,7.75,44.2,76.85,188.61
2027,Nigeria,16.21,40.2,1010.21,1359.02
2027,Niue (N.Z.),21.4,28.96,1288.93,2328.05
2027,Norfolk Island (Aus.),15.09,25.11,713.64,1236.15
2027,North Macedonia,-11.26,35.09,565.41,882.19
2027,Northern Mariana Islands (U.S.),24.37,29.69,1394.49,2142.17
2027,Norway,-19.84,24.2,1123.95,1530.83
2027,Oman,10.65,44.85,14.32,110.38
2027,Pakistan,-1.38,41.48,305.12,603.02
2027,Palau,25.18,29.52,2481.49,3373.57
2027,Panama,21.01,31.38,2761.72,3710.92
2027,Papua New Guinea,18.73,30.34,3254.99,4345.65
2027,Paraguay,4.51,40.7,1045.55,1619.43
2027,Peru,10.69,28.53,1853.46,2309.19
2027,Philippines,20.51,32.34,2049.25,2990.19
2027,Pitcairn Islands (U.K.),18.24,27.08,929.11,1540.58
2027,Poland,-13.56,32.57,629.11,915.92
2027,Portugal,0.57,35.29,546.84,1046.28
2027,Puerto Rico (U.S.),19.37,30.89,818.34,1333.09
2027,Qatar,9.98,44.41,21.84,116.71
2027,R. B. de Venezuela,19.84,34.92,1793.95,2498.64
2027,Republic of Korea,-11.13,32.76,1033.84,1579.67
2027,Republic of Yemen,9.11,39.85,107.79,262.0
2027,Romania,-13.38,33.96,666.07,1017.98
2027,Russian Federation,-38.21,29.7,519.94,732.19
2027,Rwanda,13.3,28.21,1526.27,1893.65
2027,"Saint Helena, Ascension and Tristan da Cunha (U.K.)",14.22,23.69,602.57,785.91
2027,Saint Kitts and Nevis,23.37,29.17,622.11,1085.62
2027,Saint Lucia,21.73,30.52,726.19,1104.62
2027,Saint Vincent and the Grenadines,24.22,29.2,866.86,1324.79
2027,Saint-Barthélemy (Fr.),23.26,29.23,623.41,1122.43
2027,Saint-Martin (Fr.),23.27,29.22,628.69,1125.33
2027,Saint-Pierre-et-Miquelon (Fr.),-9.37,20.41,1335.44,1722.05
2027,Samoa,22.66,28.71,2144.63,3046.72
2027,San Marino,-1.32,33.75,644.83,1033.71
2027,Saudi Arabia,4.16,45.36,30.4,127.07
2027,Senegal,15.64,43.46,422.86,746.42
2027,Serbia,-11.89,35.87,610.62,937.69
2027,Seychelles,24.04,29.58,1099.71,1608.81
2027,Sierra Leone,19.38,36.59,2278.89,2985.39
2027,Singapore,23.94,31.12,1831.1,2636.75
2027,Sint Maarten (Neth.),23.27,29.22,628.79,1124.88
2027,Slovak Republic,-13.64,32.83,677.53,1007.92
2027,Slovenia,-10.8,32.02,1026.61,1600.33
2027,Solomon Islands,23.38,29.8,3040.99,4111.18
2027,Somalia,18.49,37.0,220.61,468.93
2027,South Africa,-0.39,36.84,406.8,654.46
2027,South Sudan,18.57,40.98,1063.16,1410.84
2027,Spain,-2.94,35.36,502.65,839.52
2027,Sri Lanka,19.79,34.45,1390.61,2084.06
2027,Sudan,10.07,43.2,195.95,341.89
2027,Suriname,20.75,35.84,1208.98,1992.2
2027,Svalbard and Jan Mayen (Nor.),-30.13,6.33,473.51,725.38
2027,Sweden,-20.28,27.18,683.84,914.82
2027,Switzerland,-15.94,27.24,1394.71,1852.97
2027,Syrian Arab Republic,-1.93,42.6,158.63,311.25
2027,São Tomé and Príncipe,23.22,29.11,1310.44,1810.05
2027,Tajikistan,-26.12,24.6,565.46,877.69
2027,Tanzania,14.42,33.52,957.67,1380.78
2027,Thailand,14.41,37.89,1368.36,1931.24
2027,The Bahamas,17.2,30.59,760.15,1167.94
2027,The Gambia,16.42,41.01,609.32,1028.02
2027,Timor-Leste,18.78,31.13,1279.82,2048.0
2027,Togo,18.32,38.11,1212.07,1598.24
2027,Tokelau (N.Z.),25.21,29.71,1998.41,3298.53
2027,Tonga,20.7,28.7,1265.84,2235.83
2027,Trinidad and Tobago,22.75,30.73,1101.53,1633.5
2027,Tunisia,2.96,42.98,133.08,270.75
2027,Turkmenistan,-10.81,44.07,119.67,240.64
2027,Turks and Caicos Islands (U.K.),22.02,29.69,617.05,1034.9
2027,Tuvalu,25.27,29.84,2007.02,3755.3
2027,Türkiye,-11.15,35.32,557.57,869.86
2027,U.S. Minor Outlying Islands,21.42,28.72,693.21,1516.06
2027,Uganda,16.61,33.23,1568.85,2065.26
2027,Ukraine,-16.77,34.44,546.05,821.04
2027,United Arab Emirates,9.89,45.88,14.4,104.65
2027,United Kingdom,-3.37,24.68,882.59,1162.1
2027,United States Virgin Islands (U.S.),23.48,29.41,728.67,1218.01
2027,United States of America,-18.99,34.68,661.64,988.36
2027,Uruguay,0.04,35.97,982.4,1546.3
2027,Uzbekistan,-15.98,41.78,183.11,336.73
2027,Vanuatu,20.81,29.21,1593.76,2767.3
2027,Vatican City,-2.36,35.32,663.95,1108.08
2027,Vietnam,11.91,34.8,1673.64,2410.53
2027,Wallis and Futuna (Fr.),24.55,29.53,2277.07,3303.95
2027,West Bank and Gaza,3.97,38.62,229.9,432.65
2027,Zambia,9.94,36.55,923.21,1243.8
2027,Zimbabwe,6.7,37.8,516.76,854.73
2028,Afghanistan,-14.1,36.81,237.9,476.94
2028,Albania,-7.34,32.91,967.64,1542.54
2028,Algeria,2.08,45.37,41.8,103.92
2028,American Samoa (U.S.),24.36,29.45,2030.9,2877.71
2028,Andorra,-13.32,26.44,795.44,1185.55
2028,Angola,11.01,35.31,938.12,1280.33
2028,Anguilla (U.K.),23.19,29.24,651.36,1130.77
2028,Antigua and Barbuda,23.39,29.24,662.81,1105.3
2028,Arab Republic of Egypt,4.54,42.87,5.93,34.37
2028,Argentina,-3.98,35.33,608.59,986.48
2028,Armenia,-17.51,30.21,727.28,1021.65
2028,Aruba (Neth.),24.85,29.69,453.55,878.93
2028,Australia,5.07,41.97,283.04,617.47
2028,Austria,-14.94,30.01,1032.07,1430.05
2028,Azerbaijan,-9.68,35.72,511.43,752.47
2028,Bahrain,12.74,37.93,23.9,112.98
2028,Bangladesh,10.86,37.07,1813.47,2804.08
2028,Barbados,24.16,29.18,834.65,1255.68
2028,Belarus,-19.3,32.44,631.4,892.79
2028,Belgium,-6.81,31.54,745.17,1037.44
2028,Belize,16.36,35.12,1275.8,1924.73
2028,Benin,17.74,39.88,1000.73,1342.41
2028,Bermuda (U.K.),12.77,28.72,1186.29,1588.68
2028,Bhutan,-6.97,22.33,2793.19,3738.67
2028,Bolivia,5.77,33.99,1226.25,1655.62
2028,"Bonaire, Sint Eustatius and Saba",24.75,29.61,591.42,1037.28
2028,Bosnia and Herzegovina,-12.38,32.96,951.74,1471.16
2028,Botswana,2.69,39.57,291.78,548.17
2028,Bouvet Island (Nor.),-9.57,4.88,919.35,1066.74
2028,Brazil,15.71,36.94,1415.97,2019.48
2028,British Indian Ocean Territory (U.K.),24.67,29.43,1935.15,2795.02
2028,British Virgin Islands (U.K.),23.26,29.36,701.59,1180.37
2028,Brunei Darussalam,21.88,33.13,2747.31,3574.9
2028,Bulgaria,-11.02,34.33,598.56,934.58
2028,Burkina Faso,15.05,42.43,576.35,849.5
2028,Burundi,14.16,29.7,1884.59,2368.18
2028,Cabo Verde,18.86,28.39,85.85,245.59
2028,Cambodia,17.28,37.92,1521.93,2047.32
2028,Cameroon,16.46,36.27,1677.16,2065.01
2028,Canada,-36.01,26.67,578.93,787.48
2028,Cayman Islands (U.K.),22.31,30.42,830.35,1345.45
2028,Central African Republic,16.37,39.08,1338.61,1671.74
2028,Chad,9.89,43.24,282.57,463.48
2028,Chile,-4.08,23.72,1197.04,1677.71
2028,China,-19.18,30.87,696.19,1005.93
2028,China,6.41,29.9,2233.71,3467.32
2028,Christmas Island (Aus.),24.33,29.41,881.32,1631.0
2028,Cocos (Keeling) Islands (Aus.),24.03,28.98,1021.94,1850.24
2028,Colombia,18.44,32.96,3052.88,3778.39
2028,Comoros,20.96,29.3,1026.27,1517.98
2028,Congo,18.22,34.33,1504.18,1898.92
2028,Cook Islands (N.Z.),20.77,28.59,1329.2,2167.91
2028,Costa Rica,18.08,30.35,2703.02,4038.89
2028,Croatia,-8.57,34.24,859.79,1341.7
2028,Cuba,15.71,33.71,799.2,1208.78
2028,Curaçao (Neth.),24.81,29.7,614.11,1111.52
2028,Cyprus,3.56,35.16,282.1,495.95
2028,Czech Republic,-12.71,32.68,668.16,945.8
2028,Côte d'Ivoire,17.87,37.04,1197.59,1529.42
2028,D. P. R. of Korea,-21.21,30.73,979.66,1499.99
2028,Democratic Republic of Congo,17.35,34.64,1680.9,2068.96
2028,Denmark,-6.03,26.5,669.91,920.49
2028,Djibouti,17.54,41.43,178.85,369.03
2028,Dominica,23.24,28.61,843.76,1307.49
2028,Dominican Republic,17.24,31.71,833.04,1322.03
2028,Ecuador,14.76,28.95,2706.58,3402.92
2028,El Salvador,16.65,35.3,1199.12,1896.89
2028,Equatorial Guinea,19.44,31.78,2796.88,3328.16
2028,Eritrea,15.54,39.92,275.91,537.86
2028,Estonia,-16.88,28.68,632.41,893.84
2028,Eswatini,5.04,36.29,672.55,1039.81
2028,Ethiopia,13.99,35.12,902.43,1299.3
2028,Faroe Islands (Den.),-2.07,13.84,995.6,1284.06
2028,Federated States of Micronesia,25.29,29.49,2629.23,3819.48
2028,Fiji,17.99,30.01,1637.55,2783.78
2028,Finland,-8.07,23.05,545.13,727.01
2028,Finland,-24.18,28.31,620.63,834.27
2028,France,-6.6,32.78,770.69,1126.57
2028,France,22.74,29.14,780.98,1205.84
2028,France,20.77,35.37,1393.46,2212.6
2028,France,22.23,29.52,787.3,1223.36
2028,France,23.58,29.57,846.15,1249.63
2028,France,13.32,26.93,1201.32,2038.92
2028,French Polynesia (Fr.),22.82,28.66,1024.46,1695.66
2028,French Southern and Antarctic Lands (Fr.),-4.54,11.49,1630.56,1870.48
2028,Gabon,18.62,33.37,1910.8,2346.85
2028,Georgia,-14.57,30.71,1106.18,1528.56
2028,Germany,-10.04,32.5,748.06,1032.09
2028,Ghana,19.44,38.08,1036.67,1370.15
2028,Gibraltar (U.K.),8.95,29.78,478.45,920.52
2028,Greece,-3.49,34.13,580.86,947.06
2028,Greenland (Den.),-41.05,3.0,350.36,578.65
2028,Grenada,24.42,29.34,949.99,1429.25
2028,Guam (U.S.),25.05,29.54,1575.28,2448.3
2028,Guatemala,12.93,34.2,1549.14,2200.16
2028,Guernsey (U.K.),2.68,21.65,745.84,1072.23
2028,Guinea,16.02,38.58,1585.49,2116.55
2028,Guinea-Bissau,17.43,39.9,1125.03,1720.2
2028,Guyana,20.31,34.3,1382.43,2135.91
2028,Haiti,18.58,32.09,737.07,1175.65
2028,Heard Island and McDonald Islands (Aus.),-4.09,7.05,1121.0,1282.87
2028,Honduras,15.35,33.98,1305.84,2015.52
2028,"Hong Kong, SAR",6.79,33.13,1478.38,2142.14
2028,Hungary,-10.53,36.1,548.3,835.85
2028,Iceland,-14.51,15.56,1243.06,1625.49
2028,India,8.04,40.52,904.77,1589.76
2028,Indonesia,20.42,32.13,2621.5,3602.42
2028,Iraq,-0.27,47.77,130.32,313.59
2028,Ireland,-1.98,23.7,928.48,1209.88
2028,Islamic Republic of Iran,-5.81,41.31,182.12,393.43
2028,Isle of Man (U.K.),1.92,19.43,933.18,1219.03
2028,Israel,4.2,38.55,148.17,284.18
2028,Italy,-4.49,32.26,785.08,1219.24
2028,Jamaica,18.83,31.74,888.4,1389.62
2028,Japan,-6.7,31.01,1512.06,2072.67
2028,Jersey (U.K.),1.65,23.12,822.71,1188.76
2028,Jordan,-0.48,41.12,48.55,111.43
2028,Kazakhstan,-27.05,38.42,277.77,434.08
2028,Kenya,17.82,35.61,593.6,977.34
2028,Kiribati,24.69,29.21,570.83,2275.73
2028,Kosovo,-12.28,34.68,639.45,983.99
2028,Kuwait,3.67,49.03,61.7,219.31
2028,Kyrgyz Republic,-25.13,23.84,750.71,1091.32
2028,Lao People's Democratic Republic,8.99,35.33,1691.89,2318.21
2028,Latvia,-17.17,30.0,658.99,909.01
2028,Lebanon,-2.26,33.83,416.59,717.81
2028,Lesotho,-8.11,29.39,911.74,1256.21
2028,Liberia,19.62,33.67,2019.0,2644.73
2028,Libya,2.42,43.7,12.16,39.22
2028,Liechtenstein,-16.66,28.02,1644.14,2190.1
2028,Lithuania,-16.78,30.98,665.13,914.21
2028,Luxembourg,-8.88,32.14,748.61,1059.79
2028,"Macau, SAR",7.35,33.11,1499.26,2203.24
2028,Madagascar,12.25,33.46,1123.97,1660.63
2028,Malawi,12.27,34.08,1135.16,1562.52
2028,Malaysia,20.47,33.19,2474.63,3269.1
2028,Maldives,24.98,30.02,1520.18,2270.55
2028,Mali,10.56,45.23,232.37,390.44
2028,Malta,10.2,29.67,296.55,585.63
2028,Marshall Islands,25.18,29.4,1987.52,3011.87
2028,Mauritania,9.47,46.08,41.58,135.34
2028,Mauritius,17.9,29.09,781.93,1298.57
2028,Mexico,4.35,36.59,642.32,997.99
2028,Moldova,-14.26,35.1,486.71,792.92
2028,Monaco,2.22,28.08,625.82,1034.02
2028,Mongolia,-32.2,33.35,228.9,355.72
2028,Montenegro,-11.26,31.12,1253.03,1993.8
2028,Montserrat (U.K.),23.51,29.21,641.37,1027.53
2028,Morocco,1.78,39.55,192.58,404.77
2028,Mozambique,12.9,37.6,681.1,1060.37
2028,Myanmar,10.05,36.66,2062.37,2800.45
2028,Namibia,3.8,37.85,206.48,410.4
2028,Nauru,25.26,29.8,843.69,3454.62
2028,Nepal,-6.02,27.71,1690.07,2568.93
2028,Netherlands,-5.83,30.28,715.89,983.64
2028,New Caledonia (Fr.),13.93,29.92,991.22,1935.26
2028,New Zealand,-1.94,23.39,1374.36,1808.56
2028,Nicaragua,19.22,34.1,1362.67,2083.87
2028,Niger,7.79,44.23,76.57,188.31
2028,Nigeria,16.25,40.23,1009.82,1363.03
2028,Niue (N.Z.),21.41,28.95,1291.83,2286.54
2028,Norfolk Island (Aus.),15.08,25.13,719.44,1239.3
2028,North Macedonia,-11.38,35.11,564.07,878.23
2028,Northern Mariana Islands (U.S.),24.36,29.71,1380.21,2125.14
2028,Norway,-19.71,24.22,1129.55,1535.77
2028,Oman,10.64,44.88,14.05,108.27
2028,Pakistan,-1.32,41.48,301.19,608.97
2028,Palau,25.17,29.53,2472.25,3369.79
2028,Panama,21.03,31.39,2776.95,3710.47
2028,Papua New Guinea,18.74,30.34,3266.69,4352.19
2028,Paraguay,4.54,40.7,1043.47,1631.35
2028,Peru,10.74,28.57,1854.42,2310.8
2028,Philippines,20.55,32.35,2036.42,2978.99
2028,Pitcairn Islands (U.K.),18.27,27.09,935.2,1543.07
2028,Poland,-13.51,32.52,634.66,917.19
2028,Portugal,0.58,35.34,548.4,1037.55
2028,Puerto Rico (U.S.),19.39,30.91,820.78,1320.55
2028,Qatar,9.99,44.44,20.79,110.97
2028,R. B. de Venezuela,19.88,34.95,1803.91,2492.58
2028,Republic of Korea,-11.08,32.8,1037.93,1599.77
2028,Republic of Yemen,9.13,39.89,105.34,257.48
2028,Romania,-13.44,33.92,664.39,1015.56
2028,Russian Federation,-38.21,29.71,521.3,732.52
2028,Rwanda,13.34,28.24,1523.92,1884.09
2028,"Saint Helena, Ascension and Tristan da Cunha (U.K.)",14.26,23.69,600.94,782.83
2028,Saint Kitts and Nevis,23.38,29.2,641.52,1081.1
2028,Saint Lucia,21.75,30.53,720.63,1102.83
2028,Saint Vincent and the Grenadines,24.22,29.22,861.32,1320.44
2028,Saint-Barthélemy (Fr.),23.27,29.27,642.12,1111.71
2028,Saint-Martin (Fr.),23.28,29.25,647.8,1116.8
2028,Saint-Pierre-et-Miquelon (Fr.),-9.46,20.39,1338.72,1726.87
2028,Samoa,22.67,28.71,2124.4,3067.89
2028,San Marino,-1.32,33.78,647.16,1035.97
2028,Saudi Arabia,4.15,45.38,30.58,123.25
2028,Senegal,15.61,43.46,423.02,750.74
2028,Serbia,-11.98,35.9,616.4,941.17
2028,Seychelles,24.06,29.59,1101.82,1600.97
2028,Sierra Leone,19.41,36.61,2246.19,2999.48
2028,Singapore,23.95,31.11,1860.72,2620.6
2028,Sint Maarten (Neth.),23.28,29.25,647.91,1116.35
2028,Slovak Republic,-13.6,32.85,683.14,1007.82
2028,Slovenia,-10.78,32.13,1027.9,1592.13
2028,Solomon Islands,23.39,29.83,3048.48,4097.35
2028,Somalia,18.51,37.03,221.14,465.12
2028,South Africa,-0.37,36.89,402.36,654.43
2028,South Sudan,18.53,41.03,1065.98,1402.75
2028,Spain,-2.93,35.41,497.92,830.91
2028,Sri Lanka,19.78,34.48,1376.93,2070.35
2028,Sudan,10.02,43.24,196.3,342.63
2028,Suriname,20.78,35.85,1216.31,2002.13
2028,Svalbard and Jan Mayen (Nor.),-29.81,6.47,476.78,733.9
2028,Sweden,-20.17,27.19,681.78,920.41
2028,Switzerland,-15.75,27.26,1372.65,1845.45
2028,Syrian Arab Republic,-1.97,42.62,159.2,311.39
2028,São Tomé and Príncipe,23.24,29.11,1310.85,1805.53
2028,Tajikistan,-26.06,24.61,570.68,885.12
2028,Tanzania,14.43,33.53,960.47,1380.19
2028,Thailand,14.46,37.91,1369.79,1927.53
2028,The Bahamas,17.28,30.6,754.66,1167.4
2028,The Gambia,16.4,40.99,610.73,1034.47
2028,Timor-Leste,18.78,31.14,1283.38,2010.65
2028,Togo,18.4,38.13,1215.27,1599.14
2028,Tokelau (N.Z.),25.22,29.72,2050.65,3289.3
2028,Tonga,20.69,28.71,1246.88,2216.76
2028,Trinidad and Tobago,22.75,30.75,1094.38,1621.17
2028,Tunisia,2.93,43.0,136.99,273.2
2028,Turkmenistan,-10.84,44.12,118.99,239.74
2028,Turks and Caicos Islands (U.K.),22.02,29.71,615.27,1028.45
2028,Tuvalu,25.3,29.85,2040.01,3730.45
2028,Türkiye,-11.18,35.36,555.37,873.45
2028,U.S. Minor Outlying Islands,21.43,28.75,689.11,1516.01
2028,Uganda,16.65,33.25,1573.4,2059.31
2028,Ukraine,-16.74,34.45,543.37,822.49
2028,United Arab Emirates,9.87,45.94,14.11,101.26
2028,United Kingdom,-3.29,24.62,878.88,1160.91
2028,United States Virgin Islands (U.S.),23.47,29.44,741.41,1218.75
2028,United States of America,-19.01,34.68,662.74,990.93
2028,Uruguay,0.14,35.89,990.52,1555.76
2028,Uzbekistan,-16.06,41.83,183.34,336.85
2028,Vanuatu,20.84,29.21,1593.39,2760.35
2028,Vatican City,-2.37,35.34,675.13,1099.17
2028,Vietnam,11.97,34.83,1683.23,2403.49
2028,Wallis and Futuna (Fr.),24.57,29.54,2250.29,3279.24
2028,West Bank and Gaza,3.95,38.65,230.58,430.68
2028,Zambia,9.97,36.57,916.58,1241.47
2028,Zimbabwe,6.75,37.8,504.51,855.66
2029,Afghanistan,-14.12,36.83,238.81,475.78
2029,Albania,-7.4,32.93,966.59,1541.95
2029,Algeria,2.09,45.39,42.42,104.46
2029,American Samoa (U.S.),24.37,29.46,2032.53,2889.56
2029,Andorra,-13.2,26.41,770.39,1178.15
2029,Angola,11.04,35.32,934.81,1284.24
2029,Anguilla (U.K.),23.2,29.27,669.33,1119.46
2029,Antigua and Barbuda,23.4,29.28,681.14,1106.44
2029,Arab Republic of Egypt,4.53,42.84,5.99,34.46
2029,Argentina,-3.95,35.32,615.04,988.45
2029,Armenia,-17.56,30.28,730.46,1028.64
2029,Aruba (Neth.),24.87,29.69,447.97,894.47
2029,Australia,5.08,42.0,279.59,610.68
2029,Austria,-14.89,30.07,1028.53,1423.92
2029,Azerbaijan,-9.75,35.81,509.75,755.35
2029,Bahrain,12.76,37.94,23.3,107.39
